Timestamp,Crane_ID,Vibration_X,Vibration_Y,Motor_Temp,Bearing_Temp,Hydraulic_Pressure,Load,RPM,Noise_Level
2026-04-27 09:37:00,CRANE_02,3.02,2.78,66.99,73.19,205.94,40.8,1236.93,80.6
2026-04-27 09:38:00,CRANE_02,2.47,2.02,52.28,53.54,182.67,31.83,1004.25,77.56
2026-04-27 09:39:00,CRANE_02,2.05,0.9,46.63,50.77,111.27,9.48,787.53,76.1
2026-04-27 09:40:00,CRANE_02,3.16,2.86,67.75,70.61,207.69,26.18,1294.72,73.64
2026-04-27 09:41:00,CRANE_02,2.41,2.23,55.13,61.95,170.9,23.53,948.77,71.17
2026-04-27 09:42:00,CRANE_02,2.39,2.49,55.83,61.83,162.12,16.29,949.4,74.67
2026-04-27 09:43:00,CRANE_02,2.94,3.32,69.6,75.02,215.41,36.01,1241.98,76.52
2026-04-27 09:44:00,CRANE_02,2.77,2.69,73.46,79.21,207.65,43.23,1305.69,75.91
2026-04-27 09:45:00,CRANE_02,2.89,3.02,67.7,72.76,201.61,29.54,1221.7,78.9
2026-04-27 09:46:00,CRANE_02,3.25,3.02,73.71,75.02,209.6,41.93,1221.4,79.56
2026-04-27 09:47:00,CRANE_02,2.24,2.59,64.97,68.97,162.58,34.07,1001.25,73.88
2026-04-27 09:48:00,CRANE_02,2.99,2.9,70.31,72.84,210.9,40.34,1298.51,75.26
2026-04-27 09:49:00,CRANE_02,3.21,2.73,71.57,74.93,196.37,39.61,1188.26,78.41
2026-04-27 09:50:00,CRANE_02,1.71,1.72,44.78,47.98,141.06,28.99,752.6,74.65
2026-04-27 09:51:00,CRANE_02,1.64,1.78,42.07,47.25,118.7,24.54,692.54,71.51
2026-04-27 09:52:00,CRANE_02,2.44,2.11,55.79,59.4,169.37,31.59,1008.97,69.53
2026-04-27 09:53:00,CRANE_02,1.96,1.59,42.71,46.97,131.12,23.97,746.37,77.99
2026-04-27 09:54:00,CRANE_02,3.1,3.03,76.38,78.52,192.02,36.61,1282.44,75.22
2026-04-27 09:55:00,CRANE_02,3.09,3.12,71.75,77,207.66,30.9,1220.49,77.86
2026-04-27 09:56:00,CRANE_02,3.71,3.53,83.28,87.41,238.58,52.78,1513.56,79.17
2026-04-27 09:57:00,CRANE_02,1.98,1.69,41.24,44.03,128.53,22.19,745.07,67.65
2026-04-27 09:58:00,CRANE_02,3.11,3.56,67.17,72.1,198.02,32.32,1212.56,76.47
2026-04-27 09:59:00,CRANE_02,3.42,2.69,71.51,79.31,208.09,36.74,1282.94,76.15
2026-04-27 10:00:00,CRANE_02,3.19,2.6,64.09,67.75,195.41,26.02,1243.41,75.77
2026-04-27 10:01:00,CRANE_02,2.72,2.85,68.3,73.52,202.38,36.53,1265.45,73.96
2026-04-27 10:02:00,CRANE_02,2.78,3.15,57.94,59.38,158.17,23.87,953.95,80.5
2026-04-27 10:03:00,CRANE_02,3.46,3.45,84.01,88.16,238.89,46.31,1446.67,74.21
2026-04-27 10:04:00,CRANE_02,2.02,1.59,44.6,49.5,132.23,20.33,779.99,72.42
2026-04-27 10:05:00,CRANE_02,3.13,2.5,72.11,74.16,196.59,34.36,1225.42,75.32
2026-04-27 10:06:00,CRANE_02,3.39,3.52,70.97,76.22,200.36,30.3,1243.59,76.23
2026-04-27 10:07:00,CRANE_02,2.36,2.55,59.43,63.34,150.22,31.61,1005.64,73
2026-04-27 10:08:00,CRANE_02,1.53,1.84,44.05,51,123.78,13.01,765.24,77.06
2026-04-27 10:09:00,CRANE_02,2.66,2.76,68.82,69.53,205.44,31.32,1170.73,76.56
2026-04-27 10:10:00,CRANE_02,2.16,1.56,41.45,45.97,122.59,27.12,751.55,75.79
2026-04-27 10:11:00,CRANE_02,2.48,2.36,55.5,61.34,151.16,22.85,958.05,74.72
2026-04-27 10:12:00,CRANE_02,2.46,2.27,56.71,60.93,182.38,28.55,966.97,74.07
2026-04-27 10:13:00,CRANE_02,2.51,2.16,53.41,57.31,168.99,22.35,1009.51,72.46
2026-04-27 10:14:00,CRANE_02,3.45,3.54,83.01,86.82,248.13,42.42,1467.72,80.06
2026-04-27 10:15:00,CRANE_02,2.21,2.62,59.92,64.46,171.55,21.12,1008.73,71.14
2026-04-27 10:16:00,CRANE_02,2.82,2.59,68.9,71.5,209.48,25.41,1282.15,74.13
2026-04-27 10:17:00,CRANE_02,3.06,2.28,56.49,61.54,157.59,35.45,987.9,75.22
2026-04-27 10:18:00,CRANE_02,2.44,2.24,55.1,60.22,150.21,29.38,997.07,74.5
2026-04-27 10:19:00,CRANE_02,3.04,2.76,68.58,69.63,209.31,36.04,1298.6,80.95
2026-04-27 10:20:00,CRANE_02,2.86,3.22,68.51,74.33,192.77,25.75,1222.49,79.19
2026-04-27 10:21:00,CRANE_02,2.59,2.5,57.57,60.12,157.13,27.33,986.7,74.2
2026-04-27 10:22:00,CRANE_02,3.26,2.51,66.63,69.95,214.23,34.18,1214.32,74.53
2026-04-27 10:23:00,CRANE_02,3.19,3.48,80.7,82.23,254.63,41.89,1468.99,77.82
2026-04-27 10:24:00,CRANE_02,2.5,2.49,55.9,59.35,156.44,18.08,944.55,74.71
2026-04-27 10:25:00,CRANE_02,2.31,2.07,58.2,62.61,176.23,25.31,977.81,73.72
2026-04-27 10:26:00,CRANE_02,3.64,3.07,80.71,86.64,255.59,35.81,1476.87,74.21
2026-04-27 10:27:00,CRANE_02,1.9,2.05,54.76,58.68,171.23,29.01,1031.11,75.91
2026-04-27 10:28:00,CRANE_02,2.59,1.84,53.11,56.07,154.64,25.17,1025.63,73.83
2026-04-27 10:29:00,CRANE_02,2.3,2.23,54.62,56.68,149.91,19.06,1009.21,72.77
2026-04-27 10:30:00,CRANE_02,2.65,2.6,53.72,54.49,151.06,28.77,1009.14,81.71
2026-04-27 10:31:00,CRANE_02,2.32,2.04,55.19,60.63,165.36,27.11,1014.18,74.3
2026-04-27 10:32:00,CRANE_02,2.88,3.12,70.28,74.23,216.7,28.44,1218.65,75.46
2026-04-27 10:33:00,CRANE_02,2.77,2.78,54.86,61.43,160.76,33.87,1005.56,77.37
2026-04-27 10:34:00,CRANE_02,3.14,3.36,65.11,68.82,206.28,36.87,1264.9,80.72
2026-04-27 10:35:00,CRANE_02,3.03,2.21,52.78,53.93,165.06,27.74,1032.84,75.36
2026-04-27 10:36:00,CRANE_02,2.37,2.2,53.09,58.37,155.08,25.29,1009.4,83.1
2026-04-27 10:37:00,CRANE_02,2.77,2.2,56.54,61.07,163.88,27.5,963.94,78.37
2026-04-27 10:38:00,CRANE_02,2.96,3.37,66.55,71.43,207.35,36.78,1253.85,74.76
2026-04-27 10:39:00,CRANE_02,2.3,2.7,53.87,57.92,152.88,20.75,997.63,79.53
2026-04-27 10:40:00,CRANE_02,2.78,3.1,73.26,76.96,205.69,26.43,1221.78,75.72
2026-04-27 10:41:00,CRANE_02,1.76,1.87,41.31,45.97,126.28,21.49,747.6,70.68
2026-04-27 10:42:00,CRANE_02,3.29,3.03,67.19,71.07,202.66,54.23,1258.62,74.74
2026-04-27 10:43:00,CRANE_02,3.23,3.26,68.67,73.27,211.54,39.55,1279.59,76.7
2026-04-27 10:44:00,CRANE_02,2.32,3.11,72.26,75.01,216.27,33.81,1191.08,78.17
2026-04-27 10:45:00,CRANE_02,2.92,3.32,69.24,73.16,197.14,42.59,1169.23,74.5
2026-04-27 10:46:00,CRANE_02,2.25,2.14,55.17,59.01,165.5,32.56,973.82,72.17
2026-04-27 10:47:00,CRANE_02,4,3.57,83.01,89.13,235.56,46.76,1487.75,79.84
2026-04-27 10:48:00,CRANE_02,3.33,2.94,63.92,66.99,201.61,33.44,1224.57,70.96
2026-04-27 10:49:00,CRANE_02,2.34,2.16,54.46,58.52,154.82,29.3,914.28,71.21
2026-04-27 10:50:00,CRANE_02,3.34,3.85,85.76,88.07,245.36,42.59,1452.62,76.27
2026-04-27 10:51:00,CRANE_02,2.81,2.36,55.83,60.48,170.57,25.51,1027.91,76.58
2026-04-27 10:52:00,CRANE_02,2.76,2.65,67.86,73.14,212.27,33.64,1216.05,75.71
2026-04-27 10:53:00,CRANE_02,3.58,3.3,81.01,84.92,235.3,39.72,1390.95,73.96
2026-04-27 10:54:00,CRANE_02,2.68,2.12,57.58,61.98,163.19,21.96,957.46,72.53
2026-04-27 10:55:00,CRANE_02,1.68,1.47,43.37,49.46,119.63,25.62,675.48,72.92
2026-04-27 10:56:00,CRANE_02,4.09,3.72,79.83,85.37,238.29,50.38,1513.94,78.47
2026-04-27 10:57:00,CRANE_02,2.72,3.34,63.1,64.6,200.55,39.71,1236.9,77.64
2026-04-27 10:58:00,CRANE_02,2.29,1.91,56.49,59.44,169.45,26.13,1006.46,82.65
2026-04-27 10:59:00,CRANE_02,3.19,3.6,82.48,88.41,233.72,41.24,1469.93,78.38
2026-04-27 11:00:00,CRANE_02,3.15,2.56,66.78,69.41,199.68,34.25,1251.87,72.39
2026-04-27 11:01:00,CRANE_02,2.81,2.57,66.15,70.17,202.63,32.72,1257.86,71.97
2026-04-27 11:02:00,CRANE_02,2.73,2.97,64.73,66.98,194.51,40.16,1282.37,71.39
2026-04-27 11:03:00,CRANE_02,2.42,2.51,50.54,54.64,159.9,33.29,1003.7,71.88
2026-04-27 11:04:00,CRANE_02,2.41,2.12,54.82,56.46,160.62,29.45,1026.8,73.36
2026-04-27 11:05:00,CRANE_02,2.63,2.35,51.87,54.59,168.02,19.72,1002.23,76.51
2026-04-27 11:06:00,CRANE_02,3.1,2.44,67.88,70.12,206.33,28.86,1210.58,75.98
2026-04-27 11:07:00,CRANE_02,2.28,2.58,55.72,58.89,177.07,26.91,1059.79,75.68
2026-04-27 11:08:00,CRANE_02,2.44,2.16,53.29,54.29,146.66,29.67,1016.62,79.16
2026-04-27 11:09:00,CRANE_02,2.17,2.2,51.92,55.68,156.18,27.95,999.21,72.59
2026-04-27 11:10:00,CRANE_02,2.78,2.88,64.93,70.43,185.7,29.84,1245.33,73.67
2026-04-27 11:11:00,CRANE_02,1.94,1.88,54.95,59.6,158.28,22.04,956.88,69.84
2026-04-27 11:12:00,CRANE_02,2.45,2.81,63.76,67.02,205.74,34.52,1245.12,82.5
2026-04-27 11:13:00,CRANE_02,2.09,2.35,48.17,49.78,146.08,28.08,937.58,72.91
2026-04-27 11:14:00,CRANE_02,3.48,3.09,80.69,86.29,227.1,38.17,1496.48,78.9
2026-04-27 11:15:00,CRANE_02,2.47,3.31,65.07,67.18,218.51,41.43,1271.81,68.94
2026-04-27 11:16:00,CRANE_02,2.08,2.37,53.59,60.64,159.62,28.75,1017.89,70.67
2026-04-27 11:17:00,CRANE_02,2.18,2.37,51.36,55,168.61,28.85,962.79,74.54
2026-04-27 11:18:00,CRANE_02,3.7,3.06,77.72,83.21,246.96,50.02,1457.59,74.51
2026-04-27 11:19:00,CRANE_02,3.02,2.98,67.49,69.91,210.79,33.29,1248.32,77.91
2026-04-27 11:20:00,CRANE_02,2.24,2.22,52.21,54.88,174.43,28.93,982.89,74.36
2026-04-27 11:21:00,CRANE_02,2.64,2.74,67.66,72.98,207.73,33.99,1200.86,78.12
2026-04-27 11:22:00,CRANE_02,1.97,2.25,49.83,53.24,166.14,27.41,981.66,76.93
2026-04-27 11:23:00,CRANE_02,1.95,2.75,54.78,59.07,171.15,31,976.99,73.79
2026-04-27 11:24:00,CRANE_02,3.25,2.49,67.09,68.68,184.44,44.73,1303.29,79.93
2026-04-27 11:25:00,CRANE_02,3.2,2.6,64.27,68.98,215.53,34.74,1272.2,80.55
2026-04-27 11:26:00,CRANE_02,2.67,2.58,69.95,73.2,224.75,30.89,1223.55,72.01
2026-04-27 11:27:00,CRANE_02,1.74,1.54,43.35,46.79,118.84,24.16,722.2,69.82
2026-04-27 11:28:00,CRANE_02,2.83,3.06,66.26,70.24,212.73,30.28,1239.47,76.6
2026-04-27 11:29:00,CRANE_02,2.62,3.54,67.79,73.59,221.27,38.47,1200.66,77.36
2026-04-27 11:30:00,CRANE_02,2.51,2.35,52.99,54.69,162.52,40.82,1000.97,74.48
2026-04-27 11:31:00,CRANE_02,2.36,2.25,52.07,57.88,152.72,30.21,1036.29,75.74
2026-04-27 11:32:00,CRANE_02,2.02,1.87,41.55,45.99,122.56,19.21,737.1,76.56
2026-04-27 11:33:00,CRANE_02,2.85,2.33,56.62,62.57,162.29,28.22,983.18,70.97
2026-04-27 11:34:00,CRANE_02,3.09,3.15,68.89,77.02,204.71,38.87,1226.07,75.78
2026-04-27 11:35:00,CRANE_02,3.35,3.97,79.43,84.8,247.67,42.62,1438.25,81.74
2026-04-27 11:36:00,CRANE_02,2.14,2.48,48.28,54.83,174.25,39.04,953.44,70.43
2026-04-27 11:37:00,CRANE_02,2.44,2.58,47.35,50.56,160.32,25.6,972.77,72.98
2026-04-27 11:38:00,CRANE_02,2.09,2.18,49.88,56.1,166.25,37.13,1006.71,69.26
2026-04-27 11:39:00,CRANE_02,1.46,1.44,39.74,42.92,126.5,26.53,738.6,76.41
2026-04-27 11:40:00,CRANE_02,2.73,3.08,68.82,71.69,207.78,37.38,1220.98,73.69
2026-04-27 11:41:00,CRANE_02,1.97,1.55,38.28,41.19,130.37,25.6,700.41,72.11
2026-04-27 11:42:00,CRANE_02,2.19,2.14,51.98,56.56,154.64,27.14,969.05,73.46
2026-04-27 11:43:00,CRANE_02,1.78,1.82,35.9,40.27,110.13,30.53,697.86,72.97
2026-04-27 11:44:00,CRANE_02,2.27,1.69,53.21,57.67,167.68,23.01,985.04,74.87
2026-04-27 11:45:00,CRANE_02,2.35,2.36,51.52,55.67,176.94,42.46,980.53,73.46
2026-04-27 11:46:00,CRANE_02,2.24,1.34,37.91,40.5,129.21,24.09,741.04,73.93
2026-04-27 11:47:00,CRANE_02,2.39,2.15,55.21,57.19,158.08,29.95,1025.58,77.39
2026-04-27 11:48:00,CRANE_02,2.35,2.73,64.72,65.41,196.84,31.94,1227.41,76.81
2026-04-27 11:49:00,CRANE_02,2.24,1.85,56.39,60.84,169.68,26.21,1000.38,75.04
2026-04-27 11:50:00,CRANE_02,4.597174633,4.321079766,69.80915542,79.69829766,182.19,25.12,1039.82,72.45
2026-04-27 11:51:00,CRANE_02,3.14,2.66,68.4,73.29,216.96,38.08,1321.72,75.42
2026-04-27 11:52:00,CRANE_02,1.92,1.52,41.38,44.88,107.44,18.5,713.3,72.47
2026-04-27 11:53:00,CRANE_02,2.29,2.64,49.72,57.42,164.49,25.45,977.57,73.9
2026-04-27 11:54:00,CRANE_02,2.79,3.12,63.5,68.35,217.03,34.24,1228.36,72.76
2026-04-27 11:55:00,CRANE_02,2.71,2.26,62.04,63.93,214.52,34.89,1247.74,71.34
2026-04-27 11:56:00,CRANE_02,2.42,2.65,53.94,57.58,170.9,33.07,993.5,75.34
2026-04-27 11:57:00,CRANE_02,2.69,2.93,69.12,73.24,206.56,38.54,1226.96,74.15
2026-04-27 11:58:00,CRANE_02,2.7,3,64.8,70.81,208.91,32.45,1242.32,78.89
2026-04-27 11:59:00,CRANE_02,2.48,2.56,50.95,55.47,157.87,30.62,1079.95,76.02
2026-04-27 12:00:00,CRANE_02,2.78,2.35,66.5,69.9,192.52,33.78,1227.38,78.83
2026-04-27 12:01:00,CRANE_02,2.47,2.88,65.68,70.29,203.3,32.21,1236.25,74.21
2026-04-27 12:02:00,CRANE_02,2.07,1.79,38.23,40.07,107.96,17.26,763.75,74.06
2026-04-27 12:03:00,CRANE_02,2.9,2.79,67.49,73.1,196.38,37.22,1209.05,79.6
2026-04-27 12:04:00,CRANE_02,3.34,3.01,74.31,80.95,247.35,42.85,1468.64,77.74
2026-04-27 12:05:00,CRANE_02,2.24,2.38,50.44,55.38,151.62,28.42,983.8,73.66
2026-04-27 12:06:00,CRANE_02,1.23,1.61,38.01,40.14,132.5,26.49,745.07,72.27
2026-04-27 12:07:00,CRANE_02,2.1,1.97,55.1,59.57,169.06,37.21,1014.98,71.73
2026-04-27 12:08:00,CRANE_02,3.23,3.27,80.34,86.53,251.34,44.99,1415.71,78.72
2026-04-27 12:09:00,CRANE_02,2.7,2.32,65.2,71.36,208.22,37.47,1259.04,79.48
2026-04-27 12:10:00,CRANE_02,2.85,2.77,68.05,71.92,198.93,47.21,1207.17,77.6
2026-04-27 12:11:00,CRANE_02,1.61,1.36,39.61,44.13,122.17,18.43,732.29,76.66
2026-04-27 12:12:00,CRANE_02,2.68,2.46,65.68,69.44,211.53,19.28,1267.51,73.87
2026-04-27 12:13:00,CRANE_02,1.81,2.33,51.45,54.57,158.73,16.75,1019.41,72.56
2026-04-27 12:14:00,CRANE_02,3.71,3.42,75.84,79.12,247.71,39.04,1471.9,80.7
2026-04-27 12:15:00,CRANE_02,1.98,2.16,50.88,54.54,178.31,29.76,1009.28,69.8
2026-04-27 12:16:00,CRANE_02,3.45,3.39,76.55,79.68,247.43,38.52,1511.88,76.93
2026-04-27 12:17:00,CRANE_02,1.81,1.88,49.11,53.29,151.57,25.93,977.01,78.8
2026-04-27 12:18:00,CRANE_02,2.12,2.31,50.76,57.74,162.44,22.82,991.4,74.36
2026-04-27 12:19:00,CRANE_02,2.48,2.88,64.07,69.24,192.07,25.43,1256.51,71
2026-04-27 12:20:00,CRANE_02,2.89,2.27,64.17,71.11,217.51,43.61,1261.69,76.85
2026-04-27 12:21:00,CRANE_02,1.91,2.06,51.27,56.07,170.44,19.86,975.92,73.77
2026-04-27 12:22:00,CRANE_02,1.47,1.94,37.11,42.4,131.67,7.5,796.69,70.29
2026-04-27 12:23:00,CRANE_02,3.19,3.77,79.01,83.83,242.76,52.76,1461.87,69.05
2026-04-27 12:24:00,CRANE_02,2.84,3.11,59.19,64.5,211.11,37.61,1280.86,78.6
2026-04-27 12:25:00,CRANE_02,2.14,2.61,50.85,55.53,178.37,32.24,1023.87,75.87
2026-04-27 12:26:00,CRANE_02,2.88,2.9,66.44,72.09,209.15,38.03,1259.68,78.79
2026-04-27 12:27:00,CRANE_02,2.48,2.43,51.66,56.05,152.54,28.56,952.36,74.39
2026-04-27 12:28:00,CRANE_02,1.95,2.53,53.91,58.88,163.38,26.42,990.5,73.41
2026-04-27 12:29:00,CRANE_02,2.35,2.06,48.04,48.68,170.53,30.08,1008.2,72.6
2026-04-27 12:30:00,CRANE_02,2.91,2.76,65.24,70.49,199.49,40.25,1272.46,77.15
2026-04-27 12:31:00,CRANE_02,2.18,2.82,51.03,56.08,175.09,26.95,1005.7,77.65
2026-04-27 12:32:00,CRANE_02,3.35,3.26,78.84,80.38,254.92,39.8,1462.7,72.75
2026-04-27 12:33:00,CRANE_02,2.88,2.68,63.31,68.7,209.31,28.63,1258.27,73.18
2026-04-27 12:34:00,CRANE_02,2.34,2.88,64.87,70.01,189.27,38.65,1310.7,71.64
2026-04-27 12:35:00,CRANE_02,2.61,2.36,63.47,65.54,206.64,38.77,1276.25,72.19
2026-04-27 12:36:00,CRANE_02,1.43,1.72,40.07,40.47,120.74,21.93,720.35,72.1
2026-04-27 12:37:00,CRANE_02,2.33,2.27,48.98,53.5,155.59,26.91,976.79,74.04
2026-04-27 12:38:00,CRANE_02,3.42,3.13,73.86,74.55,239.86,34.04,1516.31,74.35
2026-04-27 12:39:00,CRANE_02,2.49,2.35,52.33,57.06,161.46,17.03,1032.17,76.98
2026-04-27 12:40:00,CRANE_02,1.88,2.74,54.39,61.54,164.42,32.89,991.08,78.13
2026-04-27 12:41:00,CRANE_02,2.12,2.24,52.38,55.47,157.69,24.47,1055.56,76.64
2026-04-27 12:42:00,CRANE_02,6.887603043,6.403517328,90.84115721,95.25409624,254.67,35.27,1484.64,75.53
2026-04-27 12:43:00,CRANE_02,2.13,2.12,53.17,61.07,153.48,29.35,1060.11,72.12
2026-04-27 12:44:00,CRANE_02,1.38,1.9,35.18,39.56,134.25,15.96,749.48,73.89
2026-04-27 12:45:00,CRANE_02,3.22,3.26,74.04,78.56,237.74,35.67,1407.19,75.17
2026-04-27 12:46:00,CRANE_02,3,3.47,76.21,80.97,252.87,45.86,1509.88,80.87
2026-04-27 12:47:00,CRANE_02,1.31,1.63,37.15,39.9,109.45,27.65,796.51,72.2
2026-04-27 12:48:00,CRANE_02,1.98,1.75,37.12,41.26,110.97,21.49,720.39,70.99
2026-04-27 12:49:00,CRANE_02,2.66,2.68,57.72,62.09,200.11,27.84,1273.77,74.8
2026-04-27 12:50:00,CRANE_02,2.62,3.35,63.02,68.34,195.6,31.29,1257.46,76.93
2026-04-27 12:51:00,CRANE_02,2.59,2.5,68.69,72.65,211.86,38.79,1208.2,76.5
2026-04-27 12:52:00,CRANE_02,2.4,2.22,55.48,61.21,164.26,25.37,959.73,76.19
2026-04-27 12:53:00,CRANE_02,2.48,2.58,63.91,65.87,193.38,29.31,1287.93,75.27
2026-04-27 12:54:00,CRANE_02,1.84,1.92,36.87,40.65,132.31,23.59,668.46,75.3
2026-04-27 12:55:00,CRANE_02,2.8,2.57,62.73,62.57,197.55,26.54,1242.4,75.54
2026-04-27 12:56:00,CRANE_02,2.47,2.03,44.13,47.86,167.82,28.85,1038.27,73.4
2026-04-27 12:57:00,CRANE_02,6.267056977,6.069562888,72.91274225,83.32349294,196.26,25.71,1219.36,79.21
2026-04-27 12:58:00,CRANE_02,1.85,1.59,39.44,44.25,124.12,16.09,770.82,71.49
2026-04-27 12:59:00,CRANE_02,2.62,2.78,52.25,56.25,154.39,20.48,1053.07,75.01
2026-04-27 13:00:00,CRANE_02,2.17,2.29,48.26,52.22,174.42,25.34,1014.73,72.62
2026-04-27 13:01:00,CRANE_02,1.9,2.44,49.99,52.21,162.65,28.86,1019.44,75.56
2026-04-27 13:02:00,CRANE_02,2.89,2.4,47.25,52.26,157.08,33.06,967.91,79.6
2026-04-27 13:03:00,CRANE_02,2.06,2.04,50.72,53.78,155.66,28.78,980.67,75.21
2026-04-27 13:04:00,CRANE_02,3.23,3.19,73.12,76.17,248.46,40.34,1528.62,76.31
2026-04-27 13:05:00,CRANE_02,1.6,1.95,34.18,36.57,122.38,8.33,786.74,73.91
2026-04-27 13:06:00,CRANE_02,2.24,2.74,62.83,67.04,199.64,29.19,1267.14,80.57
2026-04-27 13:07:00,CRANE_02,1.61,1.17,38.05,42.59,120.88,14.97,698.68,71.63
2026-04-27 13:08:00,CRANE_02,2.25,2.16,50.75,54.24,165.22,25.39,955.72,75.17
2026-04-27 13:09:00,CRANE_02,2.12,2.54,48.88,52.67,167.79,27.11,1077.1,82.28
2026-04-27 13:10:00,CRANE_02,2.13,2.35,50.84,56.95,171.39,24.67,935.53,77.36
2026-04-27 13:11:00,CRANE_02,3.04,2.42,59.16,62.08,212.06,32.56,1186.1,77.57
2026-04-27 13:12:00,CRANE_02,1.54,0.94,35.16,39.23,119.72,26.67,779.86,76.24
2026-04-27 13:13:00,CRANE_02,3.12,3.2,75.07,79.55,235.7,43.16,1500.04,79.01
2026-04-27 13:14:00,CRANE_02,2.29,2.7,57.43,57.94,199.76,35.87,1200.07,73.54
2026-04-27 13:15:00,CRANE_02,2.31,2.18,51.33,54.45,178.98,24.91,1012.97,73.78
2026-04-27 13:16:00,CRANE_02,3.62,3.48,76.14,77.71,242.9,44.82,1476.65,76.77
2026-04-27 13:17:00,CRANE_02,2.24,2.26,48.18,51.57,151.85,31.69,994.2,75.73
2026-04-27 13:18:00,CRANE_02,2.49,2.81,64.23,69.07,197.52,40.55,1273.77,76.75
2026-04-27 13:19:00,CRANE_02,1.9,1.57,37.05,37.98,127.15,18.54,764.31,74.35
2026-04-27 13:20:00,CRANE_02,2.48,2.29,61,67.89,207.32,35.43,1224,72.21
2026-04-27 13:21:00,CRANE_02,1.94,1.77,33.95,36.42,128.27,17.26,775.17,78.26
2026-04-27 13:22:00,CRANE_02,2.66,2.88,67.03,71.77,211.17,37.7,1208.29,77.62
2026-04-27 13:23:00,CRANE_02,2.13,2.05,50,50.14,157.44,31.38,954.17,75.37
2026-04-27 13:24:00,CRANE_02,1.15,1.43,37.56,41.02,123.66,26.46,755.35,65.72
2026-04-27 13:25:00,CRANE_02,3.47,2.99,71.57,73.97,255.74,40.06,1506.21,78.99
2026-04-27 13:26:00,CRANE_02,3.09,3.59,74.64,80.61,246.53,40.91,1425.14,75.44
2026-04-27 13:27:00,CRANE_02,2.01,2.19,47.29,51.26,162.96,27.79,978.37,72.43
2026-04-27 13:28:00,CRANE_02,1.66,1.4,33.89,38.44,110.04,21.28,828.66,75.14
2026-04-27 13:29:00,CRANE_02,2.66,3.13,66.14,69.28,194.32,35.04,1222.89,72.45
2026-04-27 13:30:00,CRANE_02,3.44,3.15,75.64,79.99,248.95,51.13,1540.18,77.4
2026-04-27 13:31:00,CRANE_02,2.91,2.89,59.57,62.58,199.98,38.23,1164.88,75.82
2026-04-27 13:32:00,CRANE_02,2.15,1.93,49.75,52.38,180.21,29.29,996.03,82.12
2026-04-27 13:33:00,CRANE_02,1.91,2.13,48.71,50.55,174.99,35.38,917.82,75.53
2026-04-27 13:34:00,CRANE_02,2.77,2.22,50.17,53.21,161.25,28.92,1007.11,71.62
2026-04-27 13:35:00,CRANE_02,3.33,3.2,71.55,73.69,235.93,41.87,1437.17,77.28
2026-04-27 13:36:00,CRANE_02,2.83,2.96,61.69,64.74,190.58,31.32,1239.03,75.71
2026-04-27 13:37:00,CRANE_02,1.72,2.36,46.79,49.47,152.07,21.02,945.93,71.24
2026-04-27 13:38:00,CRANE_02,2.12,2.25,47.99,50.34,157.22,24.39,969.25,72.87
2026-04-27 13:39:00,CRANE_02,2.14,2.52,61.08,62.83,209.5,39.74,1293.39,75.5
2026-04-27 13:40:00,CRANE_02,2.7,2.62,62.58,67.49,218.54,35.2,1193.76,70.11
2026-04-27 13:41:00,CRANE_02,2.37,2.41,63.18,68.68,206.82,29.2,1288.55,74.13
2026-04-27 13:42:00,CRANE_02,2.23,2,51.08,56.68,153.67,27.1,968.27,72.95
2026-04-27 13:43:00,CRANE_02,2.21,1.99,53.21,57.68,173.11,31.59,1030.9,76.27
2026-04-27 13:44:00,CRANE_02,1.51,1.4,37.46,41.98,129.57,22.07,775.53,76.81
2026-04-27 13:45:00,CRANE_02,2.65,3.61,71.35,74.27,257.82,42.13,1431.44,75.26
2026-04-27 13:46:00,CRANE_02,3.2,2.81,73.53,77.83,259.3,47.08,1474.97,74.19
2026-04-27 13:47:00,CRANE_02,2.89,2.41,65.34,67.61,212.32,33.9,1283.68,76.93
2026-04-27 13:48:00,CRANE_02,2.83,3.5,72.86,76.13,245.6,45.72,1499.72,75.66
2026-04-27 13:49:00,CRANE_02,2.51,2.17,46.27,50.55,167.16,31.54,1037.79,79.24
2026-04-27 13:50:00,CRANE_02,2.4,2.54,60.86,66.35,212.81,42.69,1225.02,76.23
2026-04-27 13:51:00,CRANE_02,2.72,2.93,59.49,63.3,196.2,35.61,1225.87,80.81
2026-04-27 13:52:00,CRANE_02,2.02,2.17,48.64,53.6,167.34,26.03,1017.72,68.98
2026-04-27 13:53:00,CRANE_02,2.47,2.13,52.36,57.21,155.13,19.06,1017.73,74.02
2026-04-27 13:54:00,CRANE_02,1.46,0.99,40.34,46.06,106.31,21.11,769.73,68.14
2026-04-27 13:55:00,CRANE_02,1.91,1.73,38.47,46.22,131.91,29.38,747.02,74.69
2026-04-27 13:56:00,CRANE_02,1.49,1.68,36.44,40.48,115.91,23.92,697.84,74.29
2026-04-27 13:57:00,CRANE_02,2.53,1.72,53.75,55.32,159.58,34.82,929.19,77.71
2026-04-27 13:58:00,CRANE_02,2.13,2.01,49.62,54.61,164.78,29.28,981.07,72.28
2026-04-27 13:59:00,CRANE_02,3.53,3.58,71.28,75.49,232.27,43.63,1570.47,77.88
2026-04-27 14:00:00,CRANE_02,1.62,1.2,34.09,37.19,117.23,29.78,758.85,77.42
